itemSet,setSize,target,conversion
40-88-31-24-81-2,6,46,0
40-88-31-24-81-2,6,34,0
2-40-81-24-31,5,88,1
8-89-9-68-40-90,6,74,0
8-89-9-68-40-90,6,27,0
8-89-9-68-40-90,6,7,0
8-89-9-68-40-90,6,98,0
8-89-9-68-40-90,6,50,0
8-9-40-89-90,5,68,1
86,1,1,0
86,1,68,0
86,1,48,0
86,1,82,0
86,1,39,0
68-31-8-11-10-77,6,95,0
68-31-8-11-10-77,6,48,0
68-31-8-11-10-77,6,38,0
68-31-8-11-10-77,6,55,0
68-31-8-11-10-77,6,1,0
8-10-11-77-31,5,68,1
66,1,50,0
66,1,20,0
66,1,15,0
66,1,53,0
66,1,24,0
86-12,2,50,0
86-12,2,61,0
86-12,2,6,0
86-12,2,17,0
86-12,2,29,0
12,1,86,1
22,1,54,0
22,1,26,0
22,1,40,0
22,1,50,0
22,1,23,0
12,1,26,0
12,1,87,0
12,1,86,0
12,1,41,0
12,1,77,0
12-1,2,55,0
12-1,2,39,0
12-1,2,84,0
12-1,2,31,0
12-1,2,41,0
12,1,1,1
52-83,2,67,0
52-83,2,19,0
52-83,2,55,0
52-83,2,13,0
52-83,2,24,0
52,1,83,1
42-44,2,88,0
42-44,2,92,0
42-44,2,36,0
42-44,2,91,0
42-44,2,65,0
44,1,42,1
40-31-82-52,4,26,0
40-31-82-52,4,85,0
40-31-82-52,4,60,0
40-31-82-52,4,99,0
40-31-82-52,4,14,0
40-52-31,3,82,1
41,1,35,0
41,1,61,0
41,1,15,0
41,1,43,0
41,1,53,0
25,1,91,0
25,1,80,0
25,1,74,0
25,1,21,0
25,1,27,0
12,1,51,0
12,1,70,0
12,1,7,0
12,1,87,0
12,1,64,0
12-22,2,28,0
12-22,2,53,0
12-22,2,15,0
12-22,2,72,0
12-22,2,75,0
12,1,22,1
66,1,70,0
66,1,40,0
66,1,72,0
66,1,11,0
66,1,90,0
37-12,2,2,0
37-12,2,67,0
37-12,2,79,0
37-12,2,51,0
37-12,2,13,0
12,1,37,1
62-31-12,3,17,0
62-31-12,3,48,0
62-31-12,3,5,0
62-31-12,3,96,0
62-31-12,3,55,0
12-62,2,31,1
37-94,2,47,0
37-94,2,13,0
37-94,2,93,0
37-94,2,89,0
37-94,2,67,0
94,1,37,1
22,1,11,0
22,1,17,0
22,1,67,0
22,1,72,0
22,1,31,0
40-51,2,29,0
40-51,2,97,0
40-51,2,52,0
40-51,2,17,0
40-51,2,89,0
51,1,40,1
96-61-39-81-9-12,6,80,0
96-61-39-81-9-12,6,65,0
96-61-39-81-9-12,6,75,0
96-61-39-81-9-12,6,25,0
96-61-39-81-9-12,6,14,0
96-39-9-12-81,5,61,1
32-26,2,83,0
32-26,2,62,0
32-26,2,78,0
32-26,2,92,0
32-26,2,60,0
26,1,32,1
97,1,57,0
97,1,28,0
97,1,56,0
97,1,32,0
97,1,17,0
62-82-31,3,59,0
62-82-31,3,35,0
62-82-31,3,78,0
62-82-31,3,26,0
62-82-31,3,49,0
62-31,2,82,1
2-12,2,44,0
2-12,2,21,0
2-12,2,42,0
2-12,2,55,0
2-12,2,74,0
12,1,2,1
12,1,66,0
12,1,5,0
12,1,2,0
12,1,94,0
12,1,100,0
98-15-1,3,40,0
98-15-1,3,62,0
98-15-1,3,41,0
98-15-1,3,3,0
98-15-1,3,84,0
1-15,2,98,1
99,1,3,0
99,1,68,0
99,1,12,0
99,1,75,0
99,1,35,0
2-53,2,72,0
2-53,2,14,0
2-53,2,70,0
2-53,2,91,0
2-53,2,93,0
53,1,2,1
96-81-80,3,40,0
96-81-80,3,97,0
96-81-80,3,17,0
96-81-80,3,50,0
96-81-80,3,56,0
80-81,2,96,1
77-13-44-19-31-12,6,15,0
77-13-44-19-31-12,6,91,0
77-13-44-19-31-12,6,63,0
77-13-44-19-31-12,6,60,0
77-13-44-19-31-12,6,66,0
12-44-77-19-31,5,13,1
39-54,2,46,0
39-54,2,20,0
39-54,2,87,0
39-54,2,93,0
39-54,2,53,0
39,1,54,1
52,1,36,0
52,1,84,0
52,1,71,0
52,1,67,0
52,1,6,0
37-2,2,52,0
37-2,2,10,0
37-2,2,39,0
37-2,2,15,0
37-2,2,79,0
37,1,2,1
24-23,2,66,0
24-23,2,31,0
24-23,2,46,0
24-23,2,54,0
24-23,2,63,0
24,1,23,1
51-63-26,3,49,0
51-63-26,3,34,0
51-63-26,3,45,0
51-63-26,3,43,0
51-63-26,3,30,0
26-51,2,63,1
44-42-25,3,83,0
44-42-25,3,49,0
44-42-25,3,41,0
44-42-25,3,3,0
44-42-25,3,38,0
25-44,2,42,1
60,1,45,0
60,1,57,0
60,1,55,0
60,1,19,0
60,1,68,0
22,1,4,0
22,1,36,0
22,1,21,0
22,1,19,0
22,1,32,0
12,1,31,0
12,1,42,0
12,1,21,0
12,1,37,0
12,1,1,0
7-82-31-17,4,75,0
7-82-31-17,4,46,0
7-82-31-17,4,5,0
7-82-31-17,4,74,0
7-82-31-17,4,6,0
17-82-7,3,31,1
3,1,59,0
3,1,16,0
3,1,52,0
3,1,5,0
3,1,62,0
35-1,2,62,0
35-1,2,78,0
35-1,2,63,0
35-1,2,34,0
35-1,2,82,0
35,1,1,1
56-31-40-12,4,13,0
56-31-40-12,4,75,0
56-31-40-12,4,25,0
56-31-40-12,4,77,0
56-31-40-12,4,9,0
56-12-31,3,40,1
40-68-16-22,4,62,0
40-68-16-22,4,24,0
40-68-16-22,4,19,0
40-68-16-22,4,15,0
40-68-16-22,4,21,0
40-68-22,3,16,1
39-80-89-63-22,5,21,0
39-80-89-63-22,5,75,0
39-80-89-63-22,5,78,0
39-80-89-63-22,5,69,0
39-80-89-63-22,5,84,0
80-89-22-63,4,39,1
72-61-75-85-11-81-2-86-12,9,10,0
72-61-75-85-11-81-2-86-12,9,40,0
72-61-75-85-11-81-2-86-12,9,41,0
72-61-75-85-11-81-2-86-12,9,35,0
72-61-75-85-11-81-2-86-12,9,55,0
2-72-11-75-12-81-85-61,8,86,1
21,1,25,0
21,1,91,0
21,1,70,0
21,1,54,0
21,1,39,0
98-24,2,100,0
98-24,2,48,0
98-24,2,61,0
98-24,2,10,0
98-24,2,32,0
98,1,24,1
81-23-12,3,35,0
81-23-12,3,68,0
81-23-12,3,26,0
81-23-12,3,22,0
81-23-12,3,15,0
81-23,2,12,1
77-40-18-25,4,35,0
77-40-18-25,4,1,0
77-40-18-25,4,52,0
77-40-18-25,4,83,0
77-40-18-25,4,41,0
40-25-18,3,77,1
38,1,63,0
38,1,71,0
38,1,5,0
38,1,83,0
38,1,84,0
68-45-46-94,4,23,0
68-45-46-94,4,84,0
68-45-46-94,4,15,0
68-45-46-94,4,12,0
68-45-46-94,4,97,0
68-45-46,3,94,1
53,1,75,0
53,1,54,0
53,1,3,0
53,1,16,0
53,1,62,0
98-61-74-47-22,5,82,0
98-61-74-47-22,5,5,0
98-61-74-47-22,5,38,0
98-61-74-47-22,5,33,0
98-61-74-47-22,5,60,0
98-61-22-47,4,74,1
98-57,2,54,0
98-57,2,37,0
98-57,2,17,0
98-57,2,21,0
98-57,2,93,0
98,1,57,1
87-49,2,43,0
87-49,2,92,0
87-49,2,59,0
87-49,2,99,0
87-49,2,27,0
49,1,87,1
96-81-7-16-8-40-31-80-69-53,10,41,0
96-81-7-16-8-40-31-80-69-53,10,100,0
96-81-7-16-8-40-31-80-69-53,10,60,0
96-81-7-16-8-40-31-80-69-53,10,58,0
96-81-7-16-8-40-31-80-69-53,10,43,0
96-69-7-8-40-16-81-80-31,9,53,1
1,1,5,0
1,1,28,0
1,1,15,0
1,1,75,0
1,1,92,0
17-26,2,69,0
17-26,2,37,0
17-26,2,85,0
17-26,2,11,0
17-26,2,53,0
17,1,26,1
62-69-89-11-45-2,6,78,0
62-69-89-11-45-2,6,13,0
62-69-89-11-45-2,6,23,0
62-69-89-11-45-2,6,49,0
62-69-89-11-45-2,6,3,0
2-69-11-89-62,5,45,1
60,1,16,0
60,1,7,0
60,1,11,0
60,1,6,0
60,1,30,0
11,1,15,0
11,1,14,0
11,1,78,0
11,1,21,0
11,1,97,0
85,1,46,0
85,1,33,0
85,1,99,0
85,1,9,0
85,1,83,0
86-53-12,3,4,0
86-53-12,3,67,0
86-53-12,3,19,0
86-53-12,3,83,0
86-53-12,3,51,0
53-86,2,12,1
31-40-82,3,24,0
31-40-82,3,36,0
31-40-82,3,84,0
31-40-82,3,55,0
31-40-82,3,59,0
82-31,2,40,1
2,1,81,0
2,1,67,0
2,1,31,0
2,1,69,0
2,1,49,0
99-75-67-70-37-71-4-12,8,95,0
99-75-67-70-37-71-4-12,8,22,0
99-75-67-70-37-71-4-12,8,81,0
99-75-67-70-37-71-4-12,8,44,0
99-75-67-70-37-71-4-12,8,32,0
67-99-37-70-4-75-12,7,71,1
12,1,78,0
12,1,53,0
12,1,48,0
12,1,64,0
12,1,100,0
81-11-23-12,4,67,0
81-11-23-12,4,70,0
81-11-23-12,4,92,0
81-11-23-12,4,58,0
81-11-23-12,4,33,0
11-12-23,3,81,1
1,1,13,0
1,1,83,0
1,1,44,0
1,1,9,0
1,1,38,0
22,1,29,0
22,1,12,0
22,1,57,0
22,1,73,0
22,1,83,0
12,1,72,0
12,1,95,0
12,1,82,0
12,1,68,0
12,1,44,0
1,1,4,0
1,1,46,0
1,1,60,0
1,1,94,0
1,1,33,0
85,1,60,0
85,1,54,0
85,1,11,0
85,1,39,0
85,1,95,0
45-62-82-31-40-65-11-71-56-24-1,11,81,0
45-62-82-31-40-65-11-71-56-24-1,11,7,0
45-62-82-31-40-65-11-71-56-24-1,11,53,0
45-62-82-31-40-65-11-71-56-24-1,11,49,0
45-62-82-31-40-65-11-71-56-24-1,11,51,0
65-1-71-40-11-45-82-56-62-31,10,24,1
65,1,39,0
65,1,62,0
65,1,43,0
65,1,91,0
65,1,34,0
79-22-12,3,56,0
79-22-12,3,44,0
79-22-12,3,51,0
79-22-12,3,53,0
79-22-12,3,98,0
12-79,2,22,1
15-12,2,76,0
15-12,2,9,0
15-12,2,13,0
15-12,2,51,0
15-12,2,83,0
15,1,12,1
97,1,8,0
97,1,89,0
97,1,22,0
97,1,59,0
97,1,36,0
52-33,2,58,0
52-33,2,49,0
52-33,2,91,0
52-33,2,24,0
52-33,2,12,0
52,1,33,1
53-12-23,3,54,0
53-12-23,3,11,0
53-12-23,3,55,0
53-12-23,3,42,0
53-12-23,3,44,0
12-53,2,23,1
4,1,26,0
4,1,13,0
4,1,95,0
4,1,14,0
4,1,60,0
3-12,2,94,0
3-12,2,31,0
3-12,2,64,0
3-12,2,86,0
3-12,2,44,0
12,1,3,1
49-12,2,86,0
49-12,2,1,0
49-12,2,32,0
49-12,2,57,0
49-12,2,74,0
12,1,49,1
52-10-40,3,50,0
52-10-40,3,78,0
52-10-40,3,12,0
52-10-40,3,32,0
52-10-40,3,98,0
40-52,2,10,1
31-72-30-41-12,5,83,0
31-72-30-41-12,5,42,0
31-72-30-41-12,5,23,0
31-72-30-41-12,5,56,0
31-72-30-41-12,5,62,0
72-41-12-31,4,30,1
12,1,59,0
12,1,21,0
12,1,68,0
12,1,36,0
12,1,96,0
12,1,15,0
12,1,66,0
12,1,34,0
12,1,14,0
12,1,38,0
27,1,28,0
27,1,89,0
27,1,36,0
27,1,8,0
27,1,55,0
84-24-56-81-3,5,67,0
84-24-56-81-3,5,2,0
84-24-56-81-3,5,40,0
84-24-56-81-3,5,65,0
84-24-56-81-3,5,100,0
56-81-3-84,4,24,1
72-67-38,3,69,0
72-67-38,3,30,0
72-67-38,3,53,0
72-67-38,3,98,0
72-67-38,3,23,0
72-38,2,67,1
12,1,15,0
12,1,43,0
12,1,63,0
12,1,45,0
12,1,3,0
27-97-62-89-9-15-91-56-82-31-90,11,50,0
27-97-62-89-9-15-91-56-82-31-90,11,80,0
27-97-62-89-9-15-91-56-82-31-90,11,86,0
27-97-62-89-9-15-91-56-82-31-90,11,6,0
27-97-62-89-9-15-91-56-82-31-90,11,2,0
97-9-91-15-82-56-90-27-62-31,10,89,1
10,1,23,0
10,1,4,0
10,1,81,0
10,1,40,0
10,1,44,0
55,1,40,0
55,1,90,0
55,1,85,0
55,1,91,0
55,1,61,0
81,1,74,0
81,1,18,0
81,1,10,0
81,1,80,0
81,1,88,0
86,1,23,0
86,1,92,0
86,1,95,0
86,1,67,0
86,1,4,0
27,1,50,0
27,1,94,0
27,1,43,0
27,1,20,0
27,1,22,0
3-22,2,9,0
3-22,2,36,0
3-22,2,55,0
3-22,2,37,0
3-22,2,90,0
3,1,22,1
46-25-2-12,4,29,0
46-25-2-12,4,45,0
46-25-2-12,4,58,0
46-25-2-12,4,11,0
46-25-2-12,4,63,0
25-12-46,3,2,1
27-92-12,3,73,0
27-92-12,3,82,0
27-92-12,3,1,0
27-92-12,3,78,0
27-92-12,3,66,0
27-12,2,92,1
48,1,70,0
48,1,65,0
48,1,40,0
48,1,36,0
48,1,55,0
39-1,2,36,0
39-1,2,90,0
39-1,2,35,0
39-1,2,77,0
39-1,2,19,0
39,1,1,1
31-88-40-16,4,80,0
31-88-40-16,4,100,0
31-88-40-16,4,52,0
31-88-40-16,4,8,0
31-88-40-16,4,79,0
16-40-31,3,88,1
82-31-57-2,4,32,0
82-31-57-2,4,24,0
82-31-57-2,4,59,0
82-31-57-2,4,89,0
82-31-57-2,4,60,0
57-82-2,3,31,1
19-20-25,3,24,0
19-20-25,3,7,0
19-20-25,3,98,0
19-20-25,3,65,0
19-20-25,3,17,0
25-20,2,19,1
3,1,16,0
3,1,23,0
3,1,73,0
3,1,52,0
3,1,63,0
11-12-1,3,29,0
11-12-1,3,2,0
11-12-1,3,79,0
11-12-1,3,26,0
11-12-1,3,13,0
1-12,2,11,1
81-16-85-45-53,5,71,0
81-16-85-45-53,5,42,0
81-16-85-45-53,5,94,0
81-16-85-45-53,5,46,0
81-16-85-45-53,5,100,0
16-81-53-85,4,45,1
51,1,5,0
51,1,90,0
51,1,61,0
51,1,11,0
51,1,22,0
11-83-34-90,4,24,0
11-83-34-90,4,87,0
11-83-34-90,4,1,0
11-83-34-90,4,35,0
11-83-34-90,4,86,0
11-34-83,3,90,1
12,1,33,0
12,1,38,0
12,1,53,0
12,1,41,0
12,1,18,0
48-24-23-12,4,91,0
48-24-23-12,4,32,0
48-24-23-12,4,63,0
48-24-23-12,4,57,0
48-24-23-12,4,53,0
48-24-12,3,23,1
12-26,2,74,0
12-26,2,5,0
12-26,2,43,0
12-26,2,81,0
12-26,2,35,0
12,1,26,1
80-96-99-81,4,8,0
80-96-99-81,4,34,0
80-96-99-81,4,89,0
80-96-99-81,4,17,0
80-96-99-81,4,91,0
80-81-96,3,99,1
93-24,2,1,0
93-24,2,30,0
93-24,2,6,0
93-24,2,59,0
93-24,2,35,0
24,1,93,1
22,1,73,0
22,1,67,0
22,1,4,0
22,1,10,0
22,1,52,0
95-42-87,3,27,0
95-42-87,3,18,0
95-42-87,3,2,0
95-42-87,3,21,0
95-42-87,3,84,0
95-87,2,42,1
12,1,85,0
12,1,15,0
12,1,13,0
12,1,39,0
12,1,73,0
64-1,2,72,0
64-1,2,51,0
64-1,2,68,0
64-1,2,38,0
64-1,2,63,0
1,1,64,1
99-30-47-22,4,18,0
99-30-47-22,4,80,0
99-30-47-22,4,49,0
99-30-47-22,4,95,0
99-30-47-22,4,3,0
47-22-30,3,99,1
22,1,9,0
22,1,74,0
22,1,12,0
22,1,96,0
22,1,64,0
31-1,2,68,0
31-1,2,9,0
31-1,2,12,0
31-1,2,22,0
31-1,2,61,0
31,1,1,1
27-72-57,3,80,0
27-72-57,3,7,0
27-72-57,3,4,0
27-72-57,3,61,0
27-72-57,3,76,0
57-27,2,72,1
57-4,2,27,0
57-4,2,81,0
57-4,2,78,0
57-4,2,28,0
57-4,2,51,0
4,1,57,1
4-23,2,34,0
4-23,2,90,0
4-23,2,10,0
4-23,2,74,0
4-23,2,100,0
4,1,23,1
23,1,72,0
23,1,15,0
23,1,1,0
23,1,29,0
23,1,52,0
22-12,2,93,0
22-12,2,66,0
22-12,2,40,0
22-12,2,97,0
22-12,2,58,0
12,1,22,1
100-12,2,60,0
100-12,2,42,0
100-12,2,26,0
100-12,2,68,0
100-12,2,98,0
100,1,12,1
12,1,42,0
12,1,56,0
12,1,67,0
12,1,99,0
12,1,77,0
63-79-1,3,4,0
63-79-1,3,54,0
63-79-1,3,41,0
63-79-1,3,50,0
63-79-1,3,18,0
1-63,2,79,1
64-22-1,3,26,0
64-22-1,3,18,0
64-22-1,3,46,0
64-22-1,3,93,0
64-22-1,3,55,0
64-1,2,22,1
88-3-12,3,58,0
88-3-12,3,71,0
88-3-12,3,35,0
88-3-12,3,6,0
88-3-12,3,28,0
88-12,2,3,1
61-98-45-81-94,5,50,0
61-98-45-81-94,5,77,0
61-98-45-81-94,5,12,0
61-98-45-81-94,5,70,0
61-98-45-81-94,5,53,0
81-98-61-45,4,94,1
99,1,34,0
99,1,48,0
99,1,56,0
99,1,67,0
99,1,39,0
2-3-23,3,15,0
2-3-23,3,42,0
2-3-23,3,25,0
2-3-23,3,57,0
2-3-23,3,19,0
3-23,2,2,1
77-69-96-80-33-85-48-11-81-64-53,11,89,0
77-69-96-80-33-85-48-11-81-64-53,11,66,0
77-69-96-80-33-85-48-11-81-64-53,11,78,0
77-69-96-80-33-85-48-11-81-64-53,11,59,0
77-69-96-80-33-85-48-11-81-64-53,11,30,0
96-33-64-69-11-77-80-48-81-85,10,53,1
32-33-1,3,75,0
32-33-1,3,25,0
32-33-1,3,74,0
32-33-1,3,87,0
32-33-1,3,80,0
33-1,2,32,1
100-23,2,47,0
100-23,2,24,0
100-23,2,58,0
100-23,2,9,0
100-23,2,73,0
100,1,23,1
77-1,2,82,0
77-1,2,93,0
77-1,2,88,0
77-1,2,53,0
77-1,2,95,0
77,1,1,1
49-25-55,3,21,0
49-25-55,3,50,0
49-25-55,3,28,0
49-25-55,3,72,0
49-25-55,3,65,0
49-25,2,55,1
42-55-28-49-87,5,65,0
42-55-28-49-87,5,7,0
42-55-28-49-87,5,26,0
42-55-28-49-87,5,27,0
42-55-28-49-87,5,9,0
49-42-87-55,4,28,1
53-12,2,80,0
53-12,2,69,0
53-12,2,36,0
53-12,2,94,0
53-12,2,97,0
53,1,12,1
66,1,79,0
66,1,45,0
66,1,53,0
66,1,4,0
66,1,11,0
12,1,24,0
12,1,17,0
12,1,5,0
12,1,38,0
12,1,77,0
54-12,2,71,0
54-12,2,45,0
54-12,2,21,0
54-12,2,76,0
54-12,2,80,0
54,1,12,1
56-31,2,6,0
56-31,2,78,0
56-31,2,30,0
56-31,2,89,0
56-31,2,16,0
56,1,31,1
71-36-27-12-1,5,35,0
71-36-27-12-1,5,9,0
71-36-27-12-1,5,100,0
71-36-27-12-1,5,68,0
71-36-27-12-1,5,91,0
1-27-36-71,4,12,1
27-47,2,97,0
27-47,2,46,0
27-47,2,83,0
27-47,2,5,0
27-47,2,3,0
27,1,47,1
29-90,2,36,0
29-90,2,58,0
29-90,2,86,0
29-90,2,68,0
29-90,2,57,0
90,1,29,1
68-96-8-12,4,62,0
68-96-8-12,4,95,0
68-96-8-12,4,46,0
68-96-8-12,4,1,0
68-96-8-12,4,48,0
8-68-12,3,96,1
1,1,88,0
1,1,51,0
1,1,74,0
1,1,38,0
1,1,44,0
27,1,65,0
27,1,7,0
27,1,40,0
27,1,23,0
27,1,54,0
12,1,3,0
12,1,21,0
12,1,66,0
12,1,90,0
12,1,73,0
70,1,68,0
70,1,76,0
70,1,18,0
70,1,35,0
70,1,14,0
12,1,29,0
12,1,27,0
12,1,15,0
12,1,50,0
12,1,31,0
80,1,90,0
80,1,49,0
80,1,38,0
80,1,36,0
80,1,68,0
31,1,25,0
31,1,4,0
31,1,16,0
31,1,99,0
31,1,70,0
20-49,2,73,0
20-49,2,92,0
20-49,2,96,0
20-49,2,41,0
20-49,2,29,0
20,1,49,1
3,1,25,0
3,1,14,0
3,1,44,0
3,1,93,0
3,1,79,0
46,1,48,0
46,1,77,0
46,1,49,0
46,1,83,0
46,1,42,0
73-39,2,11,0
73-39,2,8,0
73-39,2,57,0
73-39,2,100,0
73-39,2,12,0
73,1,39,1
29-12,2,79,0
29-12,2,43,0
